ID	TOKENS	PROTOFORM	ALIGNMENT	IPA	COUNTERPART	COGIDS	DOCULECT	NOTE	HISTORY	STRUCTURE	BORROWING	CONCEPT	PROTO	GLOSSID
12	h eː m	*xáimaz	h eː m ( - - )	heːm	heem	532	Dutch					home	*xáimaz	132
11	h əʊ m	*xáimaz	h əʊ m ( - - )	həʊm	home	532	English					home	*xáimaz	132
2078	h ā m	*xáimaz	h əʊ m ( - - )	həʊm	hām	532	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			home	*xáimaz	132
10	h ai m	*xáimaz	h ai m ( - - )	haim	Heim	532	German					home	*xáimaz	132
375	h oː n ɪ ŋ	*xúnagą	h oː n ɪ - ( - ŋ )	hoːnɪŋ	honing	103	Dutch					honey	*xúnagą	133
374	h ʌ n ɪ	*xúnagą	h ʌ n ɪ - ( - - )	hʌnɪ	honey	103	English					honey	*xúnagą	133
2079	h u n i ġ	*xúnagą	h ʌ n ɪ - ( - - )	hʌnɪ	huniġ	103	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			honey	*xúnagą	133
373	h oː n ɪ x	*xúnagą	h oː n ɪ x ( - - )	hoːnɪx	Honig	103	German					honey	*xúnagą	133
153	h ʊ d	*xōdaz	h ʊ d ( - - )	hʊd	hood	43	English					hood	*xōdaz	344
2080	h ō d	*xōdaz	h ʊ d ( - - )	hʊd	hōd	43	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hood	*xōdaz	344
152	h uː t	*xōdaz	h uː t ( - - )	huːt	Hut	43	German					hood	*xōdaz	344
1891	h uː f	*xōfaz	h uː f ( - - )	huːf	hoef	518	Dutch					hoof	*xōfaz	134
1890	h uː f	*xōfaz	h uː f ( - - )	huːf	hoof	518	English					hoof	*xōfaz	134
2081	h ō f	*xōfaz	h uː f ( - - )	huːf	hōf	518	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hoof	*xōfaz	134
1889	h uː f	*xōfaz	h uː f ( - - )	huːf	Huf	518	German					hoof	*xōfaz	134
625	h oː r n	*xúrną	h oː r n ( - - )	hoːrn	hoorn	172	Dutch					horn	*xúrną	135
624	h ɔː n	*xúrną	h ɔː - n ( - - )	hɔːn	horn	172	English					horn	*xúrną	135
2082	h o r n	*xúrną	h ɔː - n ( - - )	horˠn	horn	172	Old_English	Proto: oblique *xurnăn→*xurną (n. a-stem nom.sg.; Kroonen)				horn	*xúrną	135
623	h ɔ r n	*xúrną	h ɔ r n ( - - )	hɔrn	Horn	172	German					horn	*xúrną	135
338	h ɔ n t	*xúndaz	h ɔ n t ( - - )	hɔnt	hond	93	Dutch					hound	*xúndaz	136
337	h aʊ n d	*xúndaz	h aʊ n d ( - - )	haʊnd	hound	93	English					hound	*xúndaz	136
2083	h u n d	*xúndaz	h aʊ n d ( - - )	haʊnd	hund	93	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			hound	*xúndaz	136
336	h ʊ n t	*xúndaz	h ʊ n d ( - - )	hʊnt	Hund	93	German					hound	*xúndaz	136
1838	k n eː d ə	*knédaną	k n eː d ə - ( - - )	kneːdə	kneden	503	Dutch					knead	*knédaną	137
1837	n iː d	*knédaną	- n iː d - - ( - - )	niːd	knead	503	English					knead	*knédaną	137
2084	c n e d a n	*knédaną	- n iː d - - ( - - )	niːd	cnedan	503	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			knead	*knédaną	137
1836	k n eː t ə n	*knédaną	k n eː t ə n ( - - )	kneːtən	kneten	503	German					knead	*knédaną	137
908	k n iː	*knéwą	k n iː ( - - - )	kniː	knie	249	Dutch					knee	*knéwą	138
907	n iː	*knéwą	- n iː ( - - - )	niː	knee	249	English					knee	*knéwą	138
2085	c n ē o w	*knéwą	- n iː ( - - - )	kneːo̯w	cnēow	249	Old_English		Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			knee	*knéwą	138
906	k n iː	*knéwą	k n iː ( - - - )	kniː	Knie	249	German					knee	*knéwą	138
771	k n ɛ x t	*kníxtaz	k n ɛ x - t	knɛxt	knecht	211	Dutch					knight	*kníxtaz	139
770	n aɪ t	*kníxtaz	- n aɪ - - t	naɪt	knight	211	English					knight	*kníxtaz	139
2086	c n i h t	*knéxtaz	- n aɪ - - t	naɪt	cniht	211	Old_English	Proto corrected to *knextăz per R/T vol.2 p.127, Orel p.220, Kluge-Seebold	Source: Wiktionary etymology (template:inh)			knight	*knéxtaz	139
769	k n ɛ x t	*kníxtaz	k n ɛ x - t	knɛxt	Knecht	211	German					knight	*kníxtaz	139
539	k n oː p	*knúppaz	k n oː p ( - - )	knoːp	knoop	147	Dutch					knob	*knúppaz	140
538	n ɔ b	*knúppaz	- n ɔ b ( - - )	nɔb	knob	147	English					knob	*knúppaz	140
2087	c n o b b a	*knúbbô	- n ɔ p ( - - )	nɔppa	cnobba	147	Old_English	Unattested Old English cognate; likely *cnobba based on ME knob (Chaucer) and Frisian knobbe.				knob	*knubbô	140
537	k n ɔ pf	*knúppaz	k n ɔ pf ( - - )	knɔp͡f	Knopf	147	German					knob	*knúppaz	140
405	l aː d ə	*laθōjaną	l aː d ( - ) - ə - ( - - )	laːdə	laden	111	Dutch					lade	*laθōjaną	141
404	l eɪ d	*laθōjaną	l eɪ d ( - ) - - - ( - - )	leɪd	lade	111	English					lade	*laθōjaną	141
2088	h l a d a n	*xláðaną	l eɪ d ( - ) - - - ( - - )	leɪd	hladan	111	Old_English	Wiktionary: PGmc *hlaðaną (Verner) > OE hladan | Proto encoding: -aną (full vowel) for A-restoration; R/T §6.3.1				lade	*xláðaną	141
403	l aː d ə n	*laθōjaną	l aː d ( - ) - ə n ( - - )	laːdən	laden	111	German					lade	*laθōjaną	141
1355	l ɑ n t	*lándą	l ɑ n t ( - - )	lɑnt	land	371	Dutch					land	*lándą	142
1354	l æ n d	*lándą	l æ n d ( - - )	lænd	land	371	English					land	*lándą	142
2089	l a n d	*lándą	l æ n d ( - - )	lænd	land	371	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			land	*lándą	142
1353	l a n t	*lándą	l a n d ( - - )	lant	Land	371	German					land	*lándą	142
1554	l ɑ p	*lábbaz	l ɑ p ( - - )	lɑp	lap	426	Dutch					lap	*lábbaz	143
1553	l æ p	*lábbaz	l æ p ( - - )	læp	lap	426	English					lap	*lábbaz	143
2090	l a p p a	*láppô	l a p p ( - )	lap	lappa	426	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			lap	*lappô	143
1552	l a p ə n	*lábbaz	l a p ( ə n )	lapən	Lappen	426	German					lap	*lábbaz	143
535	l ɑː s t	*láistijaną	l ɑː s t - - - ( - - )	lɑːst	last	146	English					last	*láistijaną	345
2091	l ǣ s t a n	*láistijaną	l ɑː s t - - - ( - - )	lɑːst	lǣstan	146	Old_English		Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			last	*láistijaną	345
534	l ai s t ə n	*láistijaną	l ai s t - ə n ( - - )	laistən	leisten	146	German					last	*láistijaną	345
1063	l ɑ x ə	*lákaną	l ɑ x ə - ( - - )	lɑxə	lachen	291	Dutch					laugh	*lákaną	144
1062	l ɑː f	*lákaną	l ɑː f - - ( - - )	lɑːf	laugh	291	English					laugh	*lákaną	144
2092	h l æ h h a n	*xláxjaną	l ɑː f - - ( - - )	lɑːf	hlæhhan	291	Old_English	R/T: PGmc *hlahjanan > OE hlæhhan/hliehhan				laugh	*xláxjaną	144
1061	l a x ə n	*lákaną	l a x ə n ( - - )	laxən	lachen	291	German					laugh	*lákaną	144
1746	l ɛɪ d ə	*láidijaną	l ɛɪ d - ə - ( - - )	lɛɪdə	leiden	478	Dutch					lead	*láidijaną	145
1745	l iː d	*láidijaną	l iː d - - - ( - - )	liːd	lead	478	English					lead	*láidijaną	145
2093	l ǣ d a n	*láidijaną	l iː d - - - ( - - )	liːd	lǣdan	478	Old_English	R/T vol.2 13527-29: PGmc *laidijaną > OE lǣdan (to lead)				lead	*láidijaną	145
1744	l ai t ə n	*láidijaną	l ai t - ə n ( - - )	laitən	leiten	478	German					lead	*láidijaną	145
664	l oː f	*láubą	l oː f ( - - )	loːf	loof	182	Dutch					leaf	*láubą	146
663	l iː f	*láubą	l iː f ( - - )	liːf	leaf	182	English					leaf	*láubą	146
2094	l ē a f	*láubą	l iː f ( - - )	læːɑ̯f	lēaf	182	Old_English		Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			leaf	*láubą	146
662	l au p	*láubą	l au b ( - - )	laup	Laub	182	German					leaf	*láubą	146
1595	l ɜː n	*liznōjaną	l ɜː - n ( - ) - - - ( - - )	lɜːn	learn	437	English					learn	*liznōjaną	346
2095	l i o r n i a n	*líznōjaną	l ɜː - n ( - ) - - - ( - - )	lɜːn	liornian	437	Old_English	Northumbrian form (Campbell §154.3 fn.3). WS leornian has analogical eo from paradigm leveling + io/eo merger (§296).				learn	*liznōjaną	346
1594	l ɛ r n ə n	*liznōjaną	l ɛ r n ( - ) - ə n ( - - )	lɛrnən	lernen	437	German					learn	*liznōjaną	346
47	l ɛ ð ə	*léθrą	l ɛ ð ə r ( - - )	lɛðə	leather	13	English					leather	*léθrą	347
2096	l e þ e r	*léθrą	l ɛ ð ə r ( - - )	lɛðə	leþer	13	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			leather	*léθrą	347
46	l eː d ə r	*léθrą	l eː d ə r ( - - )	leːdər	Leder	13	German					leather	*léθrą	347
787	l uː k	*láukaz	l uː k ( - - )	luːk	look	215	Dutch					leek	*láukaz	147
786	l iː k	*láukaz	l iː k ( - - )	liːk	leek	215	English					leek	*láukaz	147
2097	l ē a c	*láukaz	l iː k ( - - )	liːk	lēac	215	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			leek	*láukaz	147
785	l au x	*láukaz	l au x ( - - )	laux	Lauch	215	German					leek	*láukaz	147
922	l aː t ə	*lētaną	l aː t ə - ( - - )	laːtə	laten	253	Dutch					let	*lētaną	148
921	l ɛ t	*lētaną	l ɛ t - - ( - - )	lɛt	let	253	English					let	*lētaną	148
2098	l ǣ t a n	*lētaną	l ɛ t - - ( - - )	lɛt	lǣtan	253	Old_English		Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			let	*lētaną	148
920	l a s ə n	*lētaną	l a s ə n ( - - )	lasən	lassen	253	German					let	*lētaną	148
1599	l ɪ k ə	*likkōjaną	l ɪ k ( - ) - ə - ( - - )	lɪkə	likken	438	Dutch					lick	*likkōjaną	149
1598	l ɪ k	*likkōjaną	l ɪ k ( - ) - - - ( - - )	lɪk	lick	438	English					lick	*likkōjaną	149
2099	l i c c i a n	*líkkōjaną	l ɪ k ( - ) - - - ( - - )	lɪk	liccian	438	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			lick	*likkōjaną	149
1597	l ɛ k ə n	*likkōjaną	l ɛ k ( - ) - ə n ( - - )	lɛkən	lecken	438	German					lick	*likkōjaną	149
1641	l ɪ t	*xlídą	l ɪ t ( - - )	lɪt	lid	450	Dutch	Proto: *liθuz → *xlidą (Wiktionary *hlidą 'lid, cover')				lid	*xlídą	150
1640	l ɪ d	*xlídą	l ɪ d ( - - )	lɪd	lid	450	English	Proto: *liθuz → *xlidą (Wiktionary *hlidą 'lid, cover')				lid	*xlídą	150
2100	h l i d	*xlídą	l ɪ d ( - - )	lɪd	hlid	450	Old_English	Proto: *liθuz → *xlidą (Wiktionary *hlidą 'lid, cover')				lid	*xlídą	150
1639	l iː t	*xlídą	l iː d ( - - )	liːt	Lid	450	German	Proto: *liθuz → *xlidą (Wiktionary *hlidą 'lid, cover')				lid	*xlídą	150
839	l ɛɪ f	*lībą	l ɛɪ f ( - - )	lɛɪf	lijf	230	Dutch					life	*lībą	151
838	l aɪ f	*lībą	l aɪ f ( - - )	laɪf	life	230	English					life	*lībą	151
2101	l ī f	*lībą	l aɪ f ( - - )	laɪf	līf	230	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			life	*lībą	151
837	l ai p	*lībą	l ai b ( - - )	laip	Leib	230	German					life	*lībą	151
528	l ɪ x t ə	*léuxtijaną	l ɪ x t - ə - ( - - )	lɪxtə	lichten	144	Dutch					light	*léuxtijaną	152
527	l aɪ t	*léuxtijaną	l aɪ - t - - - ( - - )	laɪt	light	144	English					light	*léuxtijaną	152
2102	l ī e h t a n	*léuxtijaną	l aɪ - t - - - ( - - )	laɪt	līehtan	144	Old_English	OE target: lēoht→līehtan (wk.v. I 'to light', matching verb proto *leuxtijăną; noun 'lēoht' from *leuxtą)				light	*léuxtijaną	152
526	l ɔy x t ə n	*léuxtijaną	l ɔy x t - ə n ( - - )	lɔyxtən	leuchten	144	German					light	*léuxtijaną	152
122	l ɛɪ m	*līmą	l ɛɪ m ( - - )	lɛɪm	lijm	34	Dutch					lime	*līmą	153
121	l aɪ m	*līmą	l aɪ m ( - - )	laɪm	lime	34	English					lime	*līmą	153
2103	l ī m	*līmą	l aɪ m ( - - )	laɪm	līm	34	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			lime	*līmą	153
120	l ai m	*līmą	l ai m ( - - )	laim	Leim	34	German					lime	*līmą	153
1727	l ɪ n d ə	*lindō	l ɪ n d ( ə - )	lɪndə	linde	473	Dutch					linden	*lindō	154
1726	l ɪ n d ə n	*lindō	l ɪ n d ( ə n )	lɪndən	linden	473	English					linden	*lindō	154
2104	l i n d	*líndō	l ɪ n d ( ə n )	lɪndən	lind	473	Old_English	Kroonen *lindō- f. 'linden/lime tree' → OE lind f.; linden is not standard OE form				linden	*lindō	154
1725	l ɪ n d ə	*lindō	l ɪ n d ( ə - )	lɪndə	Linde	473	German					linden	*lindō	154
945	l ɛɪ n	*līnōn	l ɛɪ n ( - - )	lɛɪn	lijn	259	Dutch					line	*līnōn	155
944	l aɪ n	*līnōn	l aɪ n ( - - )	laɪn	line	259	English					line	*līnōn	155
2105	l ī n e	*līnōn	l aɪ n ( - - )	laɪn	līne	259	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			line	*līnōn	155
943	l ai n ə	*līnōn	l ai n ( ə - )	lainə	Leine	259	German					line	*līnōn	155
1438	l ɛɪ s t	*līstōn	l ɛɪ s t ( - - )	lɛɪst	lijst	393	Dutch					list	*līstōn	156
1437	l ɪ s t	*līstōn	l ɪ s t ( - - )	lɪst	list	393	English					list	*līstōn	156
2106	l ī s t e	*līstōn	l ɪ s t ( - - )	lɪst	līste	393	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			list	*līstōn	156
1436	l ai s t ə	*līstōn	l ai s t ( ə - )	laistə	Leiste	393	German					list	*līstōn	156
617	l eː v ə	*libēną	l eː v ə - ( - - )	leːvə	leven	170	Dutch					live	*libēną	157
616	l aɪ v	*libēną	l aɪ v - - ( - - )	laɪv	live	170	English					live	*libēną	157
2107	l i f e þ	*líbēθi	l aɪ v - - ( - - )	laɪv	lifeþ	170	Old_English	3sg pres. indic. (archaic North. lifed); infinitive libban shows j-gemination from *libjăną stem, not *-ē- stem	Source: Wiktionary etymology (template:inh)			live	*libēną	157
615	l eː b ə n	*libēną	l eː b ə n ( - - )	leːbən	leben	170	German					live	*libēną	157
213	l eː v ə r	*librō	l eː v ə r ( - )	leːvər	lever	59	Dutch					liver	*librō	158
212	l ɪ v ə	*librō	l ɪ v ə r ( - )	lɪvə	liver	59	English					liver	*librō	158
2108	l i f e r	*líbrō	l ɪ v ə r ( - )	ˈliver	lifer	59	Old_English		Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			liver	*librō	158
211	l eː b ə r	*librō	l eː b ə r ( - )	leːbər	Leber	59	German					liver	*librō	158
904	l eː m	*laimōn	l eː m ( - - )	leːm	leem	248	Dutch					loam	*laimōn	159
903	l əʊ m	*laimōn	l əʊ m ( - - )	ləʊm	loam	248	English					loam	*laimōn	159
2109	l ā m	*láimōn	l əʊ m ( - - )	ləʊm	lām	248	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			loam	*laimōn	159
902	l eː m	*laimōn	l eː m ( - - )	leːm	Lehm	248	German					loam	*laimōn	159
258	l eː t	*láiθaz	l eː t ( - - )	leːt	leed	71	Dutch					loath	*láiθaz	160
257	l əʊ θ	*láiθaz	l əʊ θ ( - - )	ləʊθ	loath	71	English					loath	*láiθaz	160
2110	l ā þ	*láiθaz	l əʊ θ ( - - )	ləʊθ	lāþ	71	Old_English		Source: Wiktionary etymology (template:inh) | TSV: ð→þ (allographic convention)			loath	*láiθaz	160
256	l ai t	*láiθaz	l ai d ( - - )	lait	Leid	71	German					loath	*láiθaz	160
1150	l ɔ k	*lúkkaz	l ɔ k ( - - )	lɔk	lok	315	Dutch					lock	*lúkkaz	161
859	l ɔ k	*lúką	l ɔ k ( - - )	lɔk	lock	236	English					lock	*lúką	161
2111	l o c	*lúką	l ɔ k ( - - )	lɔk	loc	236	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			lock	*lúką	161
1149	l ɔ k	*lúkkaz	l ɔ k ( - - )	lɔk	lock	315	English					lock	*lúkkaz	161
2112	l o c c	*lúkkaz	l ɔ k ( - - )	lɔk	locc	315	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			lock	*lúkkaz	161
858	l ɔ x	*lúką	l ɔ x ( - - )	lɔx	Loch	236	German					lock	*lúką	161
1148	l ɔ k ə	*lúkkaz	l ɔ k ( ə - )	lɔkə	Locke	315	German					lock	*lúkkaz	161
1826	l œy s	*lūsz	l œy s ( - )	lœys	luis	500	Dutch					louse	*lūsz	162
1825	l aʊ s	*lūsz	l aʊ s ( - )	laʊs	louse	500	English					louse	*lūsz	162
2113	l ū s	*lūsz	l aʊ s ( - )	luːs	lūs	500	Old_English		Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			louse	*lūsz	162
1824	l au s	*lūsz	l au s ( - )	laus	Laus	500	German					louse	*lūsz	162
892	l ɔ ŋ	*lungō	l ɔ ŋ - ( - - )	lɔŋ	long	245	Dutch					lung	*lungō	163
891	l ʌ ŋ	*lungō	l ʌ ŋ - ( - - )	lʌŋ	lung	245	English					lung	*lungō	163
2114	l u n g e n	*lúnganjō	l u ŋ g e n ( - )	lunɡen	lungen	245	Old_English	*lunganjō (ō-stem feminine with *-anjō suffix; Wiktionary Reconstruction:Proto-Germanic/*lunganjō). OE lungen specifically reflects the *-anjō derivative.	Previous TSV had *lungō (simpler n-stem per Kroonen p.367). | Grammar extended to accept *-anjō suffix (2026-04-05).			lung	*lungō	163
890	l ʊ ŋ ə	*lungō	l ʊ ŋ - ( ə - )	lʊŋə	Lunge	245	German					lung	*lungō	163
1329	l ʉ s t	*lústuz	l ʉ s t ( - - )	lʉst	lust	364	Dutch					lust	*lústuz	164
1328	l ʌ s t	*lústuz	l ʌ s t ( - - )	lʌst	lust	364	English					lust	*lústuz	164
2115	l u s t	*lústuz	l ʌ s t ( - - )	lʌst	lust	364	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			lust	*lústuz	164
1327	l ʊ s t	*lústuz	l ʊ s t ( - - )	lʊst	Lust	364	German					lust	*lústuz	164
371	l oː x	*laugō	l oː x -	loːx	loog	102	Dutch					lye	*laugō	165
370	l aɪ	*laugō	l aɪ - -	laɪ	lye	102	English					lye	*laugō	165
2116	l ē a g	*láugō	l aɪ - -	laɪ	lēag	102	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)	Normalizing to -g spelling per Bülbring §489; both leag/læg attested		lye	*laugō	165
369	l au ɡ ə	*laugō	l au ɡ ə	lauɡə	Lauge	102	German					lye	*laugō	165
1457	m aː k ə	*makōjaną	m aː k ( - ) - ə - ( - - )	maːkə	maken	398	Dutch					make	*makōjaną	166
1456	m eɪ k	*makōjaną	m eɪ k ( - ) - - - ( - - )	meɪk	make	398	English					make	*makōjaną	166
2117	m a c i a n	*mákōjaną	m eɪ k ( - ) - - - ( - - )	meɪk	macian	398	Old_English		Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			make	*makōjaną	166
1455	m a x ə n	*makōjaną	m a x ( - ) - ə n ( - - )	maxən	machen	398	German					make	*makōjaną	166
989	m ɑu t	*máltaz	m ɑu - t ( - - )	mɑut	mout	271	Dutch					malt	*máltaz	167
988	m ɔː l t	*máltaz	m ɔː l t ( - - )	mɔːlt	malt	271	English					malt	*máltaz	167
2118	m e a l t	*máltaz	m ɔː l t ( - - )	mɔːlt	mealt	271	Old_English		Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			malt	*máltaz	167
987	m a l ts	*máltaz	m a l ts ( - - )	malt͡s	Malz	271	German					malt	*máltaz	167
1928	m ɑ n	*mánnaz	m ɑ ( - - ) n	mɑn	man	529	Dutch					man	*mánnaz	168
1927	m æ n	*mánnaz	m æ ( - - ) n	mæn	man	529	English					man	*mánnaz	168
2119	m a n n e s	*mánnas	m æ ( - - ) n e s	mɒnːes	mannes	529	Old_English	Gen.sg. paradigm cell: *mannas → mannes. Word-final geminates are phonologically simplified (Kurath 1956, Brunner §231); using gen.sg. preserves medial geminate orthographically.	Original: *mannăz → mann (nom.sg.).			man	*mánnaz	168
1926	m a n	*mánnaz	m a ( - - ) n	man	Mann	529	German					man	*mánnaz	168
44	m ɑ r k	*markō	m ɑ r k -	mɑrk	mark	12	Dutch					march	*markō	169
43	m ɑː ʧ	*markō	m ɑː - ʧ -	mɑːʧ	march	12	English					march	*markō	169
2120	m e a r c	*márkō	m ɑː - ʧ -	mɑːʧ	mearc	12	Old_English	Kroonen *markō- f. 'boundary' → OE mearc f.; mearcian is the verb 'to mark'				march	*markō	169
42	m a r k	*markō	m a r k -	mark	Mark	12	German	EXC				march	*markō	169
1712	m ɑ s t	*mástaz	m ɑ s t ( - - )	mɑst	mast	469	Dutch					mast	*mástaz	170
1711	m ɑː s t	*mástaz	m ɑː s t ( - - )	mɑːst	mast	469	English					mast	*mástaz	170
2121	m æ s t	*mástaz	m ɑː s t ( - - )	mɑːst	mæst	469	Old_English		Source: Wiktionary etymology (template:der) | Source: Wiktionary etymology (template:der)			mast	*mástaz	170
1710	m a s t	*mástaz	m a s t ( - - )	mast	Mast	469	German					mast	*mástaz	170
239	m aː l	*mēlą	m aː l ( - - )	maːl	maal	66	Dutch					meal	*mēlą	171
238	m iː l	*mēlą	m iː l ( - - )	miːl	meal	66	English					meal	*mēlą	171
2122	m ǣ l	*mēlą	m iː l ( - - )	miːl	mǣl	66	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			meal	*mēlą	171
237	m aː l	*mēlą	m aː l ( - - )	maːl	Mal	66	German					meal	*mēlą	171
75	m eː n ə	*máinijaną	m eː n - ə - ( - - )	meːnə	menen	21	Dutch					mean	*máinijaną	172
74	m iː n	*máinijaną	m iː n - - - ( - - )	miːn	mean	21	English					mean	*máinijaną	172
2123	m ǣ n a n	*máinijaną	m iː n - - - ( - - )	miːn	mǣnan	21	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			mean	*máinijaną	172
73	m ai n ə n	*máinijaną	m ai n - ə n ( - - )	mainən	meinen	21	German					mean	*máinijaną	172
648	m iː d	*mizdō	m iː - d ( - )	miːd	meed	178	English					meed	*mizdō	348
2124	m e o r d e	*mízdai	m e o r d e	meorde	meorde	178	Old_English	Paradigm-cell switch to dat.sg. *mízdai > meorde, the directly-attested OE oblique (Bede 4.17 var.; Phoenix 17; GD 227.16; gen.pl. meorda GD 312.14). Lautgesetzlich via the regular ō-stem dat.sg. cascade (cf. *gebai > ġiefe, *rastōz > ræste): rhotacism of *z, breaking before *r+C, and AFB on unstressed *-ai > -e. Following Crist 2002 and Kilday 2024, *meord(-e) is the regular OE outcome of *mizdō; the WS doublet *mēd (with z-loss + comp. lengthening) is best analysed as a Saxono-Frisian loan (Crist's Law operating in OS/OFris but not directly in OE, per Kilday 2024). See DEV_NOTES §17.24.11 for the FST probe and Germanic/docs/analysis/meord_med_chronological_review.md for the literature survey.	Previous TSV had target *mēd (nom.sg., not directly attested as bare lemma); FST output was *meord, mismatched. | Source: Wiktionary etymology (template:inh)			meed	*mizdō	348
