ID	TOKENS	PROTOFORM	ALIGNMENT	IPA	COUNTERPART	COGIDS	DOCULECT	NOTE	HISTORY	STRUCTURE	BORROWING	CONCEPT	PROTO	GLOSSID
2126	m e o l o c	*mélukz	m ɪ l - k ( - )	mɪlk	meoloc	183	Old_English	meoloc is the regular outcome; meolc reflects paradigm leveling from gen/dat (Campbell §390, R/T §6.6.4)	Source: Wiktionary etymology (template:inh)			milk	*mélukz	174
666	m ɪ l x	*mélukz	m ɪ l - x ( - )	mɪlx	Milch	183	German					milk	*mélukz	174
760	m aː n t	*mēnōθz	m aː n - t ( - )	maːnt	maand	208	Dutch					month	*mēnōθz	175
759	m ʌ n θ	*mēnōθz	m ʌ n - θ ( - )	mʌnθ	month	208	English					month	*mēnōθz	175
2127	m ō n a þ	*mēnōθz	m ʌ n - θ ( - )	mʌnθ	mōnaþ	208	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			month	*mēnōθz	175
758	m oː n aː t	*mēnōθz	m oː n a t ( - )	moːnaːt	Monat	208	German	IRR				month	*mēnōθz	175
719	m uː t	*mōdaz	m uː t ( - - )	muːt	moed	197	Dutch					mood	*mōdaz	176
718	m uː d	*mōdaz	m uː d ( - - )	muːd	mood	197	English					mood	*mōdaz	176
2128	m ō d	*mōdaz	m uː d ( - - )	muːd	mōd	197	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			mood	*mōdaz	176
717	m uː t	*mōdaz	m uː t ( - - )	muːt	Mut	197	German					mood	*mōdaz	176
1620	m uː d ə r	*mōdēr	m uː d ə r	muːdər	moeder	444	Dutch					mother	*mōdēr	177
1619	m ʌ ð ə	*mōdēr	m ʌ ð ə r	mʌðə	mother	444	English					mother	*mōdēr	177
2129	m ō d e r	*mōdēr	m ʌ ð ə r	ˈmoːdər	mōder	444	Old_English	Note: mōder is the regular nom.sg. reflex (cf. dat.sg. mēder < *mōdri). R/T §7.2.1: modor ~ -ur has suffixal vowel leveled from oblique cases (analogical).	Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			mother	*mōdēr	177
1618	m ʊ t ə r	*mōdēr	m ʊ t ə r	mʊtər	Mutter	444	German					mother	*mōdēr	177
1580	n aː ɣ ə l	*náglaz	n aː ɣ ə l ( - - )	naːɣəl	nagel	433	Dutch					nail	*náglaz	178
1579	n eɪ l	*náglaz	n eɪ - - l ( - - )	neɪl	nail	433	English					nail	*náglaz	178
2130	n æ ġ l	*náglaz	n eɪ - - l ( - - )	neɪl	næġl	433	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			nail	*náglaz	178
1578	n aː ɡ ə l	*náglaz	n aː ɡ ə l ( - - )	naːɡəl	Nagel	433	German					nail	*náglaz	178
82	n aː m	*namô	n aː m - ( - )	naːm	naam	23	Dutch					name	*namô	179
81	n eɪ m	*namô	n eɪ m - ( - )	neɪm	name	23	English					name	*namô	179
2131	n a m a	*námô	n eɪ m - ( - )	ˈnɒmɑ	nama	23	Old_English		Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			name	*namô	179
80	n aː m ə	*namô	n aː m ə ( - )	naːmə	Name	23	German					name	*namô	179
629	n aː f	*nabō	n aː f ( - )	naːf	naaf	173	Dutch					nave	*nabō	180
628	n eɪ v	*nabō	n eɪ v ( - )	neɪv	nave	173	English					nave	*nabō	180
2132	n a f u	*nábō	n eɪ v ( - )	neɪv	nafu	173	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			nave	*nabō	180
627	n aː b ə	*nabō	n aː b ( ə )	naːbə	Nabe	173	German					nave	*nabō	180
431	n aː v ə l	*nablô	n aː v ə l ( - - )	naːvəl	navel	118	Dutch					navel	*nablô	181
430	n eɪ v ə l	*nablô	n eɪ v ə l ( - - )	neɪvḷ	navel	118	English					navel	*nablô	181
2133	n a f o l a	*nábulô	n eɪ v ə l ( - - )	neɪvḷ	nafola	118	Old_English	PROTOFORM updated 17.19→17.19.10: Kroonen 2013:380 lemmatises *nablan- (Latinate syncopated headword) but cites OHG nabalo/nabulo as cognates; R/T 2014:191, 270 give canonical pre-retraction *nabulō > *nǣbula > nafola with medial *u present at A-restoration. Medial *u origin contested (PIE *l̥ → *ul per Streitberg §81 / Ringe vol.1:126; or Sekundärvokal per EWA, Brunner §152, Schatz §98) but universally agreed present by PNWGmc. PROTO column retains Kroonen citation form *nablô; PROTOFORM uses R/T pre-syncope *nábulô as FST input. See DEV_NOTES §17.19 + §17.19.10 for full survey.				navel	*nablô	181
429	n aː b ə l	*nablô	n aː b ə l ( - - )	naːbəl	Nabel	118	German					navel	*nablô	181
1166	n ɛ k	*xnákkaz	- n ɛ k ( - - )	nɛk	nek	319	Dutch					neck	*xnákkaz	182
1165	n ɛ k	*xnákkaz	- n ɛ k ( - - )	nɛk	neck	319	English					neck	*xnákkaz	182
2134	h n e c c a	*xnékkô	- n ɛ k ( - - )	ˈsweːo̯rɑ	hnecca	319	Old_English		Proto corrected: weak masc. n-stem with e-grade nom.sg. *xnekkô (Kroonen 2013, PIE *knékō). Kroonen reconstructs root ablaut: nom.sg. *hnekkô (e-grade), gen.sg. *hnukkaz (zero-grade), acc.pl. *hnakkunz (a-grade). OE/OFris/MNdl generalized e-grade; ON/OHG generalized a-grade (Kluge/Seebold s.v. Nacken). TSV had *xnakkăz (wrong class + wrong grade). German row retains a-grade *xnakkăz.			neck	*xnekkô	182
1164	n a k ə n	*xnákkaz	- n a k ( ə n )	nakən	Nacken	319	German					neck	*xnákkaz	182
483	n oː t	*náudiz	n oː t ( - - )	noːt	nood	132	Dutch					need	*náudiz	183
482	n iː d	*náudiz	n iː d ( - - )	niːd	need	132	English					need	*náudiz	183
2135	n ī e d	*náudiz	n iː d ( - - )	niːd	nīed	132	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			need	*náudiz	183
481	n oː t	*náudiz	n oː t ( - - )	noːt	Not	132	German					need	*náudiz	183
126	n aː l t	*nēθlō	n aː - - l ( t )	naːlt	naald	35	Dutch					needle	*nēθlō	184
125	n iː d ə l	*nēθlō	n iː d ə l ( - )	niːdḷ	needle	35	English					needle	*nēθlō	184
2136	n ǣ d l	*nēðlō	n iː d ə l ( - )	niːdḷ	nǣdl	35	Old_English	R/T p.435: PGmc *nēdlō has Verner's alternation; OE nǣdl reflects *d variant				needle	*nēðlō	184
124	n aː d ə l	*nēθlō	n aː d ə l ( - )	naːdəl	Nadel	35	German					needle	*nēθlō	184
318	n ɛ s t	*nístą	n ɛ s t ( - - )	nɛst	nest	88	Dutch					nest	*nístą	185
317	n ɛ s t	*nístą	n ɛ s t ( - - )	nɛst	nest	88	English					nest	*nístą	185
2137	n e s t	*nístą	n ɛ s t ( - - )	nɛst	nest	88	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			nest	*nístą	185
316	n ɛ s t	*nístą	n ɛ s t ( - - )	nɛst	Nest	88	German					nest	*nístą	185
468	n ɛ t	*nátją	n ɛ t - ( - - )	nɛt	net	128	Dutch					net	*nátją	186
467	n ɛ t	*nátją	n ɛ t - ( - - )	nɛt	net	128	English					net	*nátją	186
2138	n e t	*nátją	n ɛ t - ( - - )	nɛt	nett	128	Old_English	Orel: OE nett (geminate); Source: Wiktionary etymology (template:inh)	Source: Wiktionary etymology (template:inh)			net	*nátją	186
466	n ɛ ts	*nátją	n ɛ ts - ( - - )	nɛt͡s	Netz	128	German					net	*nátją	186
573	n ɛ t ə l	*natilōn	n ɛ t ə l ( - - )	nɛtḷ	nettle	157	English					nettle	*natilōn	349
2139	n e t l e	*nátilōn	n ɛ t ə l ( - - )	nɛtḷ	netle	157	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			nettle	*natilōn	349
572	n ɛ s ə l	*natilōn	n ɛ s ə l ( - - )	nɛsəl	Nessel	157	German					nettle	*natilōn	349
1541	n ɑ x t	*náxtz	n ɑ x t ( - )	nɑxt	nacht	422	Dutch					night	*náxtz	187
1540	n aɪ t	*náxtz	n aɪ - t ( - )	naɪt	night	422	English					night	*náxtz	187
2140	n i h t	*náxti	n aɪ - t ( - )	niçt	niht	422	Old_English	R/T vol.2 13912-15: OE niht < dat.sg. *nahti (i-umlaut); nom.sg. *nahts > neaht				night	*náxts	187
1539	n a x t	*náxtz	n a x t ( - )	naxt	Nacht	422	German					night	*náxtz	187
130	n ɑ x t m ɛ r iː	*marōn	( n ɑ x t ) m ɛ r ( iː - )	nɑxtmɛriː	nachtmerrie	36	Dutch					nightmare	*marōn	188
129	n aɪ t m ɛə	*marōn	( n aɪ - t ) m ɛə r ( - - )	naɪtmɛə	nightmare	36	English					nightmare	*marōn	188
2141	* n i h t m a r e	*márōn	( n aɪ - t ) m ɛə r ( - - )	naɪtmɛə	mare	36	Old_English	Unattested OE compound *nihtmare; second element is OE mare 'nightmare' (n-stem fem., < PWGmc *mara, *marōn-, cf. ON mara, OHG mara). Per Ringe & Taylor *Development of Old English* vol. 2 p. 192 the attested OE forms are mare (nom.sg.), maran (obl.), and variant mere. Earlier target mære reflected Wiktionary headword (Orel-style spelling) and was conflated with the unrelated OE adjective mǣre 'famous' (< PGmc *mēriz, jō/jā-stem); corrected per §17.28.	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			nightmare	*marōn	188
128	m aː r	*marōn	( - - - - ) m aː r ( - - )	maːr	Mahr	36	German					nightmare	*marōn	188
326	n eː ɣ ə	*néwun	n eː ɣ ə -	neːɣə	negen	90	Dutch					nine	*néwun	189
325	n aɪ n	*néwun	n aɪ - - n	naɪn	nine	90	English					nine	*néwun	189
2142	n i g o n	*néwun	n aɪ - - n	naɪn	nigon	90	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			nine	*néwun	189
324	n ɔy n	*néwun	n ɔy - - n	nɔyn	neun	90	German					nine	*néwun	189
1734	n øː s	*nasō	n øː s -	nøːs	neus	475	Dutch					nose	*nasō	190
1733	n əʊ z	*nasō	n əʊ z -	nəʊz	nose	475	English					nose	*nasō	190
2143	n o s u	*núsō	n əʊ z -	nozu	nosu	475	Old_English		Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			nose	*nasō	190
1732	n aː z ə	*nasō	n aː z ə	naːzə	Nase	475	German					nose	*nasō	190
604	eː n	*áinaz	- eː n ( - )	eːn	een	166	Dutch					one	*áinaz	191
603	ʋ ʌ n	*áinaz	ʋ ʌ n ( - )	ʋʌn	one	166	English					one	*áinaz	191
2144	ā n	*áinaz	ʋ ʌ n ( - )	ɑːn	ān	166	Old_English		Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			one	*áinaz	191
602	ai n	*áinaz	- ai n ( - )	ain	ein	166	German					one	*áinaz	191
1012	oː v ə	*úfnaz	oː v ə - ( - - )	oːvə	oven	277	Dutch					oven	*úfnaz	192
1011	ʌ v ə n	*úfnaz	ʌ v ə n ( - - )	ʌvṇ	oven	277	English					oven	*úfnaz	192
2145	o f n	*úfnaz	ʌ v ə n ( - - )	ʌvṇ	ofn	277	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			oven	*úfnaz	192
1010	oː f ə n	*úfnaz	oː f ə n ( - - )	oːfən	Ofen	277	German					oven	*úfnaz	192
686	ɔ s	*uxsô	ɔ - s - ( - )	ɔs	os	188	Dutch					ox	*uxsô	193
685	ɔ k s	*uxsô	ɔ k s - ( - )	ɔks	ox	188	English					ox	*uxsô	193
2146	o x a	*úxsô	ɔ k s - ( - )	ɔks	oxa	188	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			ox	*uxsô	193
684	ɔ k s ə	*uxsô	ɔ k s ə ( - )	ɔksə	Ochse	188	German					ox	*uxsô	193
1070	r eː ɣ ə	*régną	r eː ɣ ə - ( - - )	reːɣə	regen	293	Dutch	MT				rain	*régną	194
1069	r eɪ n	*régną	r eɪ - - n ( - - )	reɪn	rain	293	English	MT				rain	*régną	194
2147	r e ġ n	*régną	r eɪ - - n ( - - )	ˈrejn̩	reġn	293	Old_English		MT | TODO: replace with attested Old English form | Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			rain	*régną	194
1068	r eː ɡ ə n	*régną	r eː ɡ ə n ( - - )	reːɡən	Regen	293	German					rain	*régną	194
877	r eː ɣ ə m b oː x	*régna-bùgô	r eː ɣ ə ( m - b oː x - - )	reːɣəmboːx	regenboog	241	Dutch					rainbow	*régna-bùgô	195
876	r eɪ n b əʊ	*régna-bùgô	r eɪ - - ( n - b əʊ - - - )	reɪnbəʊ	rainbow	241	English					rainbow	*régna-bùgô	195
2148	r e ġ n b o g a	*régna-bùgô	r eɪ - - ( n - b əʊ - - - )	reɪnbəʊ	reġnboga	241	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			rainbow	*régna-bùgô	195
875	r eː ɡ ə n b oː ɡ ə n	*régna-bùgô	r eː ɡ ə ( n - b oː ɡ ə n )	reːɡənboːɡən	Regenbogen	241	German	DUP				rainbow	*régna-bùgô	195
185	r aː f	*xrábnaz	- r aː f - - ( - - )	raːf	raaf	52	Dutch					raven	*xrábnaz	196
184	r æ v ə n	*xrábnaz	- r æ v ə n ( - - )	rævṇ	raven	52	English					raven	*xrábnaz	196
2149	h r æ f n	*xrábnaz	- r æ v ə n ( - - )	rævṇ	hræfn	52	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			raven	*xrábnaz	196
183	r aː b ə	*xrábnaz	- r aː b ə - ( - - )	raːbə	Rabe	52	German					raven	*xrábnaz	196
1648	r aː d ɛ n	*rēdaną	r aː d ɛ n ( - - )	raːdɛn	raden	452	Dutch					read	*rēdaną	197
1647	r iː d	*rēdaną	r iː d - - ( - - )	riːd	read	452	English					read	*rēdaną	197
2150	r ǣ d a n	*rēdaną	r iː d - - ( - - )	riːd	rǣdan	452	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			read	*rēdaną	197
1646	r aː t ə n	*rēdaną	r aː t ə n ( - - )	raːtən	raten	452	German					read	*rēdaną	197
708	r oː k	*ráukiz	r oː k ( - - )	roːk	rook	194	Dutch					reek	*ráukiz	198
707	r iː k	*ráukiz	r iː k ( - - )	riːk	reek	194	English					reek	*ráukiz	198
2151	r ē c	*ráukiz	r iː k ( - - )	riːk	rēc	194	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			reek	*ráukiz	198
706	r au x	*ráukiz	r au x ( - - )	raux	Rauch	194	German					reek	*ráukiz	198
560	r ɛ s t	*rastō	r ɛ s t ( - )	rɛst	rest	153	English					rest	*rastō	350
2152	r æ s t e	*rástōz	r æ s t e	ræste	ræste	153	Old_English	Oblique (ō-stem gen.sg.) *rastōz > ræste: PGmc gen.sg. *-ōz did not undergo NWGmcFinalLongORaising (R/T §5.1.3) because *-ō was not word-final (*-z still present). After PWGmc z-loss with vowel shortening and simultaneous AFB-fronting of the unstressed final (*-ōz > {*æ}, R/T §6.8.3 pp.299-300; see DEV_NOTES §17.10.20), suffix is front, no A-restoration, AFB gives ræ-. Attested ræste abundantly in BT (tó ræste, on ræste, etc.). Paradigmatic leveling from oblique ræst- to nom.sg. (cf. R/T §6.3.2 on dag paradigm).				rest	*rastō	350
559	r a s t	*rastō	r a s t ( - )	rast	Rast	153	German					rest	*rastō	350
167	r ɛɪ d ə	*rīdaną	r ɛɪ d ə - ( - - )	rɛɪdə	rijden	47	Dutch					ride	*rīdaną	199
166	r aɪ d	*rīdaną	r aɪ d - - ( - - )	raɪd	ride	47	English					ride	*rīdaną	199
2153	r ī d a n	*rīdaną	r aɪ d - - ( - - )	raɪd	rīdan	47	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			ride	*rīdaną	199
165	r ai t ə n	*rīdaną	r ai t ə n ( - - )	raitən	reiten	47	German					ride	*rīdaną	199
1550	r aɪ n d	*rindō	r aɪ n d -	raɪnd	rind	425	English					rind	*rindō	351
2154	r i n d	*ríndō	r aɪ n d -	raɪnd	rind	425	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			rind	*rindō	351
1549	r ɪ n d ə	*rindō	r ɪ n d ə	rɪndə	Rinde	425	German					rind	*rindō	351
1385	r ɔ k	*rúkkaz	r ɔ k ( - - )	rɔk	rok	379	Dutch					coat	*rúkkaz	200
1384	r ɒ k	*rúkkaz	r ɒ k ( - - )	rɒk	rock	379	English					coat	*rúkkaz	200
2155	r o c c	*rúkkaz	r ɔ k ( - - )	rɔk	rocc	379	Old_English	Garment word: OE rocc 'tunic' (brēostrocc, pistolrocc etc.), from PGmc *rukkăz (a-stem).	Previous entry conflated stone and garment etymologies.			coat	*rúkkaz	200
1383	ʁ ɔ k	*rúkkaz	ʁ ɔ k ( - - )	ʁɔk	Rock	379	German					coat	*rúkkaz	200
1738	r eː	*raixōn	r eː ( - - - )	reː	ree	476	Dutch					roe	*raixōn	201
1737	r əʊ	*raixōn	r əʊ ( - - - )	rəʊ	roe	476	English					roe	*raixōn	201
2156	* h r o g n	*ráixōn	r əʊ ( - - - )	rəʊ	-	476	Old_English	Unattested OE; reconstructed *hrogn.	Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			roe	*raixōn	201
1736	r eː	*raixōn	r eː ( - - - )	reː	Reh	476	German					roe	*raixōn	201
1096	r uː d	*rōdō	r uː d -	ruːd	rood	300	English					rood	*rōdō	352
2157	r ō d	*rōdō	r uː d -	ruːd	rōd	300	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			rood	*rōdō	352
1095	r uː t ə	*rōdō	r uː t ə	ruːtə	Rute	300	German					rood	*rōdō	352
499	r œy m	*rūmą	r œy m ( - - )	rœym	ruim	136	Dutch					room	*rūmą	202
498	r uː m	*rūmą	r uː m ( - - )	ruːm	room	136	English					room	*rūmą	202
2158	r ū m	*rūmą	r uː m ( - - )	ruːm	rūm	136	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			room	*rūmą	202
497	r au m	*rūmą	r au m ( - - )	raum	Raum	136	German					room	*rūmą	202
1306	r ɛɪ p	*ráipą	r ɛɪ p ( - - )	rɛɪp	rijp	358	Dutch					rope	*ráipą	203
1305	r əʊ p	*ráipą	r əʊ p ( - - )	rəʊp	rope	358	English					rope	*ráipą	203
2159	r ā p	*ráipą	r əʊ p ( - - )	rɑːp	rāp	358	Old_English		Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			rope	*ráipą	203
1304	r ai f	*ráipą	r ai f ( - - )	raif	Reif	358	German					rope	*ráipą	203
1672	r uː r	*rōθraz	r uː - - r ( - - )	ruːr	roer	458	Dutch					rudder	*rōθraz	204
1671	r ʌ d ə	*rōθraz	r ʌ d ə r ( - - )	rʌdə	rudder	458	English					rudder	*rōθraz	204
2160	r ō þ o r	*rōθraz	r ʌ d ə r ( - - )	rʌdə	rōþor	458	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			rudder	*rōθraz	204
1670	r uː d ə r	*rōθraz	r uː d ə r ( - - )	ruːdər	Ruder	458	German					rudder	*rōθraz	204
966	r ʌ n	*rínnaną	r ʌ n - - ( - - )	rʌn	run	265	English					run	*rínnaną	353
2161	r i n n a n	*rínnaną	r ʌ n - - ( - - )	rʌn	rinnan	265	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			run	*rínnaną	353
965	r ɪ n ə n	*rínnaną	r ɪ n ə n ( - - )	rɪnən	rinnen	265	German					run	*rínnaną	353
737	r uː s t	*rustō	r uː s t ( - )	ruːst	roest	202	Dutch					rust	*rustō	205
736	r ʌ s t	*rustō	r ʌ s t ( - )	rʌst	rust	202	English					rust	*rustō	205
2162	r u s t	*rústō	r ʌ s t ( - )	rʌst	rust	202	Old_English	DOCUMENTED EXCEPTION (per §17.10.34): regular sound change gives **rost (Stiles 2012 §4.1.1.2 env. b: low *ō triggers a-umlaut). Campbell §115 groups with the u-preservation exceptions. No lautgesetzlich paradigm cell available: i-stem/gen.sg. cells with high *i would instead trigger i-umlaut (→ **ryst).				rust	*rustō	205
735	r ɔ s t	*rustō	r ɔ s t ( - )	rɔst	Rost	202	German					rust	*rustō	205
1464	r ɔ ɣ ə	*rúgiz	r ɔ ɣ ə ( - )	rɔɣə	rogge	400	Dutch					rye	*rúgiz	206
1463	r aɪ	*rúgiz	r aɪ - - ( - )	raɪ	rye	400	English					rye	*rúgiz	206
2163	r y ġ e	*rúgiz	r aɪ - - ( - )	raɪ	ryġe	400	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			rye	*rúgiz	206
1462	r ɔ ɡ ə n	*rúgiz	r ɔ ɡ ə ( n )	rɔɡən	Roggen	400	German					rye	*rúgiz	206
941	z ɛɪ l	*séglą	z ɛɪ - - l ( - - )	zɛɪl	zeil	258	Dutch					sail	*séglą	207
940	s eɪ l	*séglą	s eɪ - - l ( - - )	seɪl	sail	258	English					sail	*séglą	207
2164	s e ġ l	*séglą	s eɪ - - l ( - - )	seɪl	seġl	258	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			sail	*séglą	207
939	z eː ɡ ə l	*séglą	z eː ɡ ə l ( - - )	zeːɡəl	Segel	258	German					sail	*séglą	207
138	z aː k	*sakō	z aː k -	zaːk	zaak	38	Dutch					sake	*sakō	208
137	s ɑː k ɪ	*sakō	s eɪ k -	sɑːkɪ	sake	38	English					sake	*sakō	208
2165	s a c u	*sákō	s eɪ k -	sɑːkɪ	sacu	38	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			sake	*sakō	208
136	z a x ə	*sakō	z a x ə	zaxə	Sache	38	German					sake	*sakō	208
1215	z ɑu t	*sáltą	z ɑu - t ( - - )	zɑut	zout	333	Dutch					salt	*sáltą	209
1214	s ɔː l t	*sáltą	s ɔː l t ( - - )	sɔːlt	salt	333	English					salt	*sáltą	209
2166	s e a l t	*sáltą	s ɔː l t ( - - )	sæɑ̯ɫt	sealt	333	Old_English		Source: Wiktionary Old English Swadesh list (retrieved 2025-12-12) | Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			salt	*sáltą	209
1213	z a l ts	*sáltą	z a l ts ( - - )	zalt͡s	Salz	333	German					salt	*sáltą	209
334	z ɑ l f	*salbō	z ɑ l f -	zɑlf	zalf	92	Dutch					salve	*salbō	210
333	s æ l v	*salbō	s æ l v -	sælv	salve	92	English					salve	*salbō	210
2167	s e a l f	*sálbō	s æ l v -	sælv	sealf	92	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			salve	*salbō	210
332	z a l b ə	*salbō	z a l b ə	zalbə	Salbe	92	German					salve	*salbō	210
977	s ɑ p	*sapōn	s ɑ p ( - - - )	sɑp	sap	268	Dutch					sap	*sapōn	211
976	s æ p	*sapōn	s æ p ( - - - )	sæp	sap	268	English					sap	*sapōn	211
2168	s æ p	*sápą	s æ p ( - - - )	sæp	sæp	268	Old_English	OE neut. a-stem (Hall, K-S); Kroonen: n-stem *safō dissolved dialectally				sap	*sápą	211
975	z a f t	*sapōn	z a f ( - - t )	zaft	Saft	268	German					sap	*sapōn	211
1490	z eː	*sái	z eː	zeː	zee	408	Dutch					sea	*sái	212
1489	s iː	*sái	s iː	siː	sea	408	English					sea	*sái	212
2169	s ǣ	*sáiwiz	s iː	sæː	sǣ	408	Old_English	Kroonen (2013): *saiwi- m. 'sea', i-stem; R/T §6.7.1: *w lost before *i → *sāwi > *sǣi > sǣ				sea	*sáiwiz	212
1488	z eː	*sái	z eː	zeː	See	408	German					sea	*sái	212
514	z oː m	*sáumaz	z oː m ( - - )	zoːm	zoom	140	Dutch					seam	*sáumaz	213
513	s iː m	*sáumaz	s iː m ( - - )	siːm	seam	140	English					seam	*sáumaz	213
2170	s ē a m	*sáumaz	s iː m ( - - )	siːm	sēam	140	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			seam	*sáumaz	213
512	z au m	*sáumaz	z au m ( - - )	zaum	Saum	140	German					seam	*sáumaz	213
107	z uː k ə	*sōkijaną	z uː k - ə - ( - - )	zuːkə	zoeken	30	Dutch					seek	*sōkijaną	214
106	s iː k	*sōkijaną	s iː k - - - ( - - )	siːk	seek	30	English					seek	*sōkijaną	214
2171	s ē ċ a n	*sōkijaną	s iː k - - - ( - - )	siːk	sēċan	30	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			seek	*sōkijaną	214
105	z uː x ə n	*sōkijaną	z uː x - ə n ( - - )	zuːxən	suchen	30	German					seek	*sōkijaną	214
1381	z ɛ n d ə	*sándijaną	z ɛ n d - ə - ( - - )	zɛndə	zenden	378	Dutch					send	*sándijaną	215
1380	s ɛ n d	*sándijaną	s ɛ n d - - - ( - - )	sɛnd	send	378	English					send	*sándijaną	215
2172	s e n d a n	*sándijaną	s ɛ n d - - - ( - - )	sɛnd	sendan	378	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			send	*sándijaną	215
1379	z ɛ n d ə n	*sándijaną	z ɛ n d - ə n ( - - )	zɛndən	senden	378	German					send	*sándijaną	215
1819	z ɛ t ə	*sátjaną	z ɛ t - ə - ( - - )	zɛtə	zetten	498	Dutch					set	*sátjaną	216
1818	s ɛ t	*sátjaną	s ɛ t - - - ( - - )	sɛt	set	498	English					set	*sátjaną	216
2173	s e t t a n	*sátjaną	s ɛ t - - - ( - - )	sɛt	settan	498	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			set	*sátjaną	216
1817	z ɛ ts ə n	*sátjaną	z ɛ ts - ə n ( - - )	zɛt͡sən	setzen	498	German					set	*sátjaną	216
177	z eː v ə	*sébun	z eː v ə -	zeːvə	zeven	50	Dutch					seven	*sébun	217
176	s ɛ v ə n	*sébun	s ɛ v ə n	sɛvṇ	seven	50	English					seven	*sébun	217
2174	s e o f o n	*sébun	s ɛ v ə n	sɛvṇ	seofon	50	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			seven	*sébun	217
175	z iː b ə n	*sébun	z iː b ə n	ziːbən	sieben	50	German					seven	*sébun	217
1861	s x ɑ x t	*skáftą	s x ɑ x t ( - - )	sxɑxt	schacht	510	Dutch					shaft	*skáftą	218
1860	ʃ ɑː f t	*skáftą	ʃ - ɑː f t ( - - )	ʃɑːft	shaft	510	English					shaft	*skáftą	218
2175	s ċ e a f t	*skáftą	ʃ - ɑː f t ( - - )	ʃɑːft	sċeaft	510	Old_English		Source: Wiktionary etymology (template:inh) | Source: Wiktionary etymology (template:inh)			shaft	*skáftą	218
1859	ʃ a f t	*skáftą	ʃ - a f t ( - - )	ʃaft	Schaft	510	German					shaft	*skáftą	218
1081	ʃ eɪ m	*skamō	ʃ - eɪ m ( - )	ʃeɪm	shame	296	English					shame	*skamō	354
