language	variety	form	display	sort_key	form_role	source_scope	source_ref	occurrence_id	origin	status
oe		þistles	þistles	thistles	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:40	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:40:1	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md	auto
oe		þistles	þistles	thistles	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:51	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:51:2	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md	auto
oe		þistles	þistles	thistles	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:51	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:51:3	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md	auto
oe		þistles	þistles	thistles	target_form	lexical_heading	thistle — OE þistles	heading:4b200891a8c996	manifest	auto
oe		þorn	þorn	thorn	target_form	lexical_heading	thorn — OE þorn	heading:725511f004dab1	manifest	auto
oe		þrēo	þrēo	threo	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:34	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:34:1	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md	auto
oe		þrēo	þrēo	threo	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:56	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:56:1	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md	auto
oe		þrēora	þrēora	threora	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:34	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:34:2	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md	auto
oe		þrēora	þrēora	threora	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:57	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:57:1	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md	auto
oe		þrīe	þrīe	thrie	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:33	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:33:1	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md	auto
oe		þrīe	þrīe	thrie	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:36	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:36:1	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md	auto
oe		þrīe	þrīe	thrie	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:40	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:40:1	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md	auto
oe		þrīe	þrīe	thrie	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:54	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:54:1	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md	auto
oe		þrīe	þrīe	thrie	target_form	lexical_heading	three — OE þrīe	heading:d0c9587fb04064	manifest	auto
oe		þrim	þrim	thrim	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:35	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:35:1	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md	auto
oe		þrim	þrim	thrim	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:57	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:57:2	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md	auto
oe		þūsend	þūsend	thusend	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md:22	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md:22:1	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md	auto
oe		þūsend	þūsend	thusend	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md:28	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md:28:1	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md	auto
oe		þūsend	þūsend	thusend	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md:43	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md:43:1	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md	auto
oe		þūsend	þūsend	thusend	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md:57	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md:57:1	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md	auto
oe		þūsend	þūsend	thusend	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md:68	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md:68:2	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md	auto
oe		þūsend	þūsend	thusend	target_form	lexical_heading	thousand — OE þūsend	heading:a3b912598ada08	manifest	auto
oe		*þȳsend	*þȳsend	thysend	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md:42	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md:42:1	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md	auto
oe		*þȳsend	*þȳsend	thysend	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md:66	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md:66:2	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md	auto
oe		tīd	tīd	tid	target_form	lexical_heading	tide — OE tīd	heading:06f5095f53cca6	manifest	auto
oe		tīdan	tīdan	tidan	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2257-tide-tīd.model.md:33	broad-prose:701853028546c3	broad_prose_curated	override
oe		timber	timber	timber	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md:22	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md:22:1	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md	auto
oe		timber	timber	timber	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md:24	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md:24:2	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md	auto
oe		timber	timber	timber	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md:32	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md:32:1	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md	auto
oe		timber	timber	timber	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md:38	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md:38:1	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md	auto
oe		timber	timber	timber	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md:47	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md:47:2	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md	auto
oe		timber	timber	timber	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md:49	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md:49:2	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md	auto
oe		timber	timber	timber	target_form	lexical_heading	timber — OE timber	heading:54768e6a4b42f5	manifest	auto
oe		timbor	timbor	timbor	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md:32	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md:32:2	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md	auto
oe		tō-fundennes	tō-fundennes	tofundennes	comparison_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:36	broad-prose:5fed28d4411b0b	broad_prose_curated	override
oe		tū	tū	tu	evidence_form	broad_prose_decision	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:51	broad-prose:47f18fe7505b2f	broad_prose_curated	override
oe		tūn	tūn	tun	target_form	lexical_heading	town — OE tūn	heading:8e2ba95afbeeae	manifest	auto
oe		wacan	wacan	wacan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:22	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:22:1	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md	auto
oe		wacan	wacan	wacan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:26	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:26:1	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md	auto
oe		wacan	wacan	wacan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:31	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:31:1	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md	auto
oe		wacan	wacan	wacan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:33	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:33:1	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md	auto
oe		wacan	wacan	wacan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:36	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:36:1	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md	auto
oe		wacan	wacan	wacan	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:44	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:44:1	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md	auto
oe		wacan	wacan	wacan	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:54	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:54:2	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md	auto
oe		wacan	wacan	wacan	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:55	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:55:1	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md	auto
oe		wacan	wacan	wacan	target_form	lexical_heading	wake — OE wacan	heading:a17e9a17ec84d5	manifest	auto
oe		wacian	wacian	wacian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:23	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:23:1	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md	auto
oe		wacian	wacian	wacian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:26	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:26:2	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md	auto
oe		wacian	wacian	wacian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:31	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:31:2	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md	auto
oe		wacian	wacian	wacian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:44	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:44:2	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md	auto
oe		wacian	wacian	wacian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:53	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:53:2	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md	auto
oe		wadan	wadan	wadan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2266-wade-wadan.model.md:21	Germanic/docs/lexeme_reports/model_entries/2266-wade-wadan.model.md:21:1	Germanic/docs/lexeme_reports/model_entries/2266-wade-wadan.model.md	auto
oe		wadan	wadan	wadan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2266-wade-wadan.model.md:25	Germanic/docs/lexeme_reports/model_entries/2266-wade-wadan.model.md:25:1	Germanic/docs/lexeme_reports/model_entries/2266-wade-wadan.model.md	auto
oe		wadan	wadan	wadan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2266-wade-wadan.model.md:29	Germanic/docs/lexeme_reports/model_entries/2266-wade-wadan.model.md:29:1	Germanic/docs/lexeme_reports/model_entries/2266-wade-wadan.model.md	auto
oe		wadan	wadan	wadan	target_form	lexical_heading	wade — OE wadan	heading:fc0887ad2e01cf	manifest	auto
oe		wæcnan	wæcnan	waecnan	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:34	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:34:1	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md	auto
oe		waefs	waefs	waefs	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:34	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:34:2	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	auto
oe		wæfs	wæfs	waefs	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:26	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:26:1	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	auto
oe		wæfs	wæfs	waefs	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:34	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:34:1	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	auto
oe		wæfs	wæfs	waefs	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:41	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:41:1	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	auto
oe		wæfs	wæfs	waefs	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:48	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:48:1	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	auto
oe		wæfs	wæfs	waefs	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:61	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:61:1	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	auto
oe		wæfs	wæfs	waefs	target_form	lexical_heading	wasp — OE wæfs	heading:1d83415fd31812	manifest	auto
oe		wǣpn	wǣpn	waepn	target_form	lexical_heading	weapon — OE wǣpn	heading:ac4618d9063f32	manifest	auto
oe		wæps	wæps	waeps	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:27	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:27:1	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	auto
oe		wæps	wæps	waeps	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:37	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:37:1	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	auto
oe		wæps	wæps	waeps	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:38	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:38:1	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	auto
oe		wæps	wæps	waeps	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:50	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:50:1	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	auto
oe		wæps	wæps	waeps	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:62	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:62:1	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	auto
oe		wæsp	wæsp	waesp	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:26	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:26:2	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	auto
oe		wæsp	wæsp	waesp	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:37	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:37:2	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	auto
oe		wæsp	wæsp	waesp	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:50	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:50:2	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	auto
oe		wæsp	wæsp	waesp	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:63	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:63:1	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	auto
oe		wæter	wæter	waeter	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:27	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:27:1	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md	auto
oe		wæter	wæter	waeter	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:32	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:32:1	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md	auto
oe		wæter	wæter	waeter	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:44	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:44:1	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md	auto
oe		wæter	wæter	waeter	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:53	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:53:2	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md	auto
oe		wæter	wæter	waeter	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:55	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:55:2	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md	auto
oe		wæter	wæter	waeter	evidence_form	explicit_tag	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:262	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:262:6	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	auto
oe		wæter	wæter	waeter	evidence_form	explicit_tag	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:277	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:277:3	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	auto
oe		wæter	wæter	waeter	target_form	lexical_heading	water — OE wæter	heading:62f1e213e4f99b	manifest	auto
oe		wætera	wætera	waetera	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:33	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:33:3	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md	auto
oe		wætere	wætere	waetere	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:33	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:33:2	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md	auto
oe		wæteres	wæteres	waeteres	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:33	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:33:1	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md	auto
oe		wæterum	wæterum	waeterum	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:33	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:33:4	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md	auto
oe		wald	wald	wald	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md:21	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md:21:2	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md	auto
oe	angl	wald	wald	wald	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md:25	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md:25:2	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md	auto
oe	angl	wald	wald	wald	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md:33	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md:33:1	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md	auto
oe		wānian	wānian	wanian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:22	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:22:2	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md	auto
oe		wānian	wānian	wanian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:63	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:63:2	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md	auto
oe		wānian	wānian	wanian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:63	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:63:3	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md	auto
oe		wascan	wascan	wascan	target_form	lexical_heading	wash — OE wascan	heading:e6ec64f3cb4736	manifest	auto
oe	lws	wasp	wasp	wasp	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:28	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:28:1	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	auto
oe		wasp	wasp	wasp	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:37	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:37:3	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	auto
oe		wasp	wasp	wasp	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:50	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:50:3	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	auto
oe		wasp	wasp	wasp	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:63	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:63:2	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	auto
oe		weald	weald	weald	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md:21	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md:21:1	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md	auto
oe		weald	weald	weald	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md:25	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md:25:1	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md	auto
oe		weald	weald	weald	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md:29	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md:29:1	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md	auto
oe		weald	weald	weald	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md:33	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md:33:2	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md	auto
oe		weald	weald	weald	target_form	lexical_heading	wold — OE weald	heading:f8aa21c1ff6424	manifest	auto
oe		weaxan	weaxan	weaxan	target_form	lexical_heading	wax — OE weaxan	heading:9d404a0de1171f	manifest	auto
oe		weġ	weġ	weg	target_form	lexical_heading	way — OE weġ	heading:4ae87724dd6373	manifest	auto
oe		weorold	weorold	weorold	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md:37	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md:37:1	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md	auto
oe		weorold	weorold	weorold	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md:42	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md:42:1	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md	auto
oe		weorold	weorold	weorold	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md:68	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md:68:4	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md	auto
oe		weorold	weorold	weorold	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md:69	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md:69:2	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md	auto
oe		weorold	weorold	weorold	target_form	lexical_heading	world — OE weorold	heading:a1a7df1f0f855b	manifest	auto
oe		weorpan	weorpan	weorpan	target_form	lexical_heading	warp — OE weorpan	heading:87073cbf395d4f	manifest	auto
